Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,2536.0,2504.0,2507.0,2534.0,851364.0,2456.572265625
2020-01-02,2553.0,2516.0,2534.0,2516.0,523237.0,2439.122314453125
2020-01-05,2527.0,2490.0,2510.0,2511.0,205059.0,2434.27490234375
2020-01-06,2525.0,2475.0,2509.0,2508.0,336553.0,2431.36669921875
2020-01-07,2562.0,2500.0,2508.0,2543.0,549551.0,2465.29736328125
2020-01-08,2543.0,2511.0,2527.0,2528.0,147748.0,2450.755615234375
2020-01-09,2563.0,2516.0,2516.0,2543.0,823680.0,2465.29736328125
2020-01-12,2562.0,2512.0,2543.0,2517.0,176483.0,2440.091796875
2020-01-13,2532.0,2505.0,2517.0,2515.0,255332.0,2438.15283203125
2020-01-14,2515.0,2470.0,2515.0,2470.0,260344.0,2394.52783203125
2020-01-15,2553.0,2454.0,2468.0,2549.0,738579.0,2471.114013671875
2020-01-16,2592.0,2542.0,2542.0,2559.0,395754.0,2480.808349609375
2020-01-19,2571.0,2530.0,2567.0,2556.0,181627.0,2477.89990234375
2020-01-20,2640.0,2526.0,2550.0,2637.0,444772.0,2556.425048828125
2020-01-21,2637.0,2570.0,2637.0,2586.0,361154.0,2506.9833984375
2020-01-22,2625.0,2625.0,2625.0,2625.0,368392.0,2544.791748046875
2020-01-23,2637.0,2591.0,2637.0,2618.0,289751.0,2538.005615234375
2020-01-26,2630.0,2569.0,2618.0,2569.0,162139.0,2490.502685546875
2020-01-27,2572.0,2511.0,2560.0,2541.0,319158.0,2463.3583984375
2020-01-28,2590.0,2516.0,2541.0,2530.0,539194.0,2452.694580078125
2020-01-29,2535.0,2498.0,2520.0,2521.0,264720.0,2443.969482421875
2020-01-30,2521.0,2480.0,2500.0,2516.0,834265.0,2439.122314453125
2020-02-02,2487.0,2428.0,2478.0,2457.0,425021.0,2381.925048828125
2020-02-03,2494.0,2432.0,2441.0,2476.0,417756.0,2400.344482421875
2020-02-04,2532.0,2479.0,2496.0,2496.0,272504.0,2419.7333984375
2020-02-05,2564.0,2496.0,2496.0,2560.0,1389336.0,2481.77783203125
2020-02-06,2621.0,2560.0,2580.0,2560.0,2257973.0,2481.77783203125
2020-02-09,2585.0,2532.0,2560.0,2533.0,301040.0,2455.602783203125
2020-02-13,2718.0,2641.0,2657.0,2700.0,378953.0,2617.5
2020-02-16,2787.0,2720.0,2720.0,2786.0,237891.0,2700.872314453125
2020-02-17,2819.0,2746.0,2799.0,2789.0,357207.0,2703.780517578125
2020-02-18,2800.0,2753.0,2770.0,2800.0,424145.0,2714.444580078125
2020-02-19,2816.0,2765.0,2800.0,2774.0,441933.0,2689.239013671875
2020-02-20,2789.0,2711.0,2773.0,2753.0,473750.0,2668.880615234375
2020-02-23,2712.0,2646.0,2700.0,2646.0,210643.0,2565.150146484375
2020-02-24,2643.0,2577.0,2593.0,2622.0,560802.0,2541.88330078125
2020-02-25,2707.0,2604.0,2622.0,2696.0,418085.0,2613.622314453125
2020-02-26,2694.0,2617.0,2651.0,2681.0,3331268.0,2599.08056640625
2020-02-27,2645.0,2600.0,2615.0,2628.0,1524731.0,2547.699951171875
2020-03-01,2614.0,2540.0,2602.0,2593.0,428828.0,2513.76953125
