Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,175.0,171.3000030517578,174.8000030517578,172.0,4963599.0,172.0
2020-01-02,178.6999969482422,173.0,173.0,176.1999969482422,21895642.0,176.1999969482422
2020-01-05,178.10000610351562,174.89999389648438,176.1999969482422,176.39999389648438,2394434.0,176.39999389648438
2020-01-06,176.89999389648438,173.3000030517578,176.10000610351562,174.89999389648438,4789922.0,174.89999389648438
2020-01-07,178.5,174.6999969482422,175.3000030517578,176.3000030517578,17495981.0,176.3000030517578
2020-01-08,178.5,176.0,177.8000030517578,178.3000030517578,3110667.0,178.3000030517578
2020-01-09,178.39999389648438,175.60000610351562,177.89999389648438,178.3000030517578,5319560.0,178.3000030517578
2020-01-12,180.0,175.6999969482422,178.3000030517578,180.0,2018901.0,180.0
2020-01-13,180.1999969482422,177.60000610351562,180.0,178.8000030517578,6436821.0,178.8000030517578
2020-01-14,178.8000030517578,174.0,178.8000030517578,174.89999389648438,5815603.0,174.89999389648438
2020-01-15,175.60000610351562,170.0,174.0,170.6999969482422,9367806.0,170.6999969482422
2020-01-16,174.0,165.3000030517578,170.3000030517578,166.60000610351562,8025036.0,166.60000610351562
2020-01-19,168.0,163.6999969482422,167.8000030517578,166.60000610351562,4396105.0,166.60000610351562
2020-01-20,171.0,166.1999969482422,167.0,168.5,4905326.0,168.5
2020-01-21,170.60000610351562,164.60000610351562,168.5,165.6999969482422,4014836.0,165.6999969482422
2020-01-22,165.39999389648438,165.39999389648438,165.39999389648438,165.39999389648438,2499663.0,165.39999389648438
2020-01-23,164.0,161.60000610351562,164.0,162.10000610351562,7585419.0,162.10000610351562
2020-01-26,162.39999389648438,158.6999969482422,162.10000610351562,159.89999389648438,2928300.0,159.89999389648438
2020-01-27,164.0,159.0,161.0,163.10000610351562,5205256.0,163.10000610351562
2020-01-28,164.89999389648438,157.1999969482422,164.89999389648438,158.1999969482422,8058056.0,158.1999969482422
2020-01-29,160.89999389648438,156.60000610351562,157.60000610351562,157.5,5897884.0,157.5
2020-01-30,156.6999969482422,151.10000610351562,155.10000610351562,152.3000030517578,26367357.0,152.3000030517578
2020-02-02,150.0,144.8000030517578,150.0,146.0,6483085.0,146.0
2020-02-03,149.3000030517578,142.8000030517578,146.0,142.8000030517578,5392668.0,142.8000030517578
2020-02-04,144.60000610351562,136.1999969482422,144.0,140.0,9129173.0,140.0
2020-02-05,144.0,136.60000610351562,140.0,142.39999389648438,4341200.0,142.39999389648438
2020-02-06,147.6999969482422,141.0,144.5,141.0,20616162.0,141.0
2020-02-09,143.60000610351562,141.0,141.10000610351562,141.6999969482422,2636330.0,141.6999969482422
2020-02-13,137.1999969482422,134.10000610351562,136.5,135.5,6739293.0,135.5
2020-02-16,139.39999389648438,136.0,137.8000030517578,139.1999969482422,1952892.0,139.1999969482422
2020-02-17,137.0,132.8000030517578,136.1999969482422,134.60000610351562,5921298.0,134.60000610351562
2020-02-18,134.0,128.6999969482422,132.3000030517578,133.6999969482422,7400958.0,133.6999969482422
2020-02-19,135.1999969482422,131.5,133.6999969482422,131.6999969482422,4655752.0,131.6999969482422
2020-02-20,133.5,129.0,132.0,129.0,5496733.0,129.0
2020-02-23,127.4000015258789,124.0999984741211,127.4000015258789,124.69999694824219,2960480.0,124.69999694824219
2020-02-24,124.19999694824219,117.9000015258789,122.9000015258789,123.5,13915562.0,123.5
2020-02-25,125.19999694824219,120.5,123.5,120.5,5017726.0,120.5
2020-02-26,128.1999969482422,119.4000015258789,119.9000015258789,125.5999984741211,10015097.0,125.5999984741211
2020-02-27,125.5999984741211,118.0,125.5999984741211,118.0,11287558.0,118.0
2020-03-01,122.0,118.4000015258789,122.0,119.9000015258789,4581375.0,119.9000015258789
