Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,6600.0,6453.0,6482.0,6600.0,80757.0,6600.0
2020-01-02,6602.0,6480.0,6567.0,6540.0,207305.0,6540.0
2020-01-05,6548.0,6469.0,6542.0,6495.0,28905.0,6495.0
2020-01-06,6450.0,6315.0,6425.0,6324.0,115216.0,6324.0
2020-01-07,6371.0,6202.0,6279.0,6236.0,142185.0,6236.0
2020-01-08,6263.0,6126.0,6208.0,6157.0,115480.0,6157.0
2020-01-09,6200.0,6110.0,6198.0,6138.0,177860.0,6138.0
2020-01-12,6171.0,6095.0,6138.0,6120.0,79630.0,6120.0
2020-01-13,6164.0,6093.0,6123.0,6121.0,248981.0,6121.0
2020-01-14,6156.0,6050.0,6121.0,6070.0,170782.0,6070.0
2020-01-15,6297.0,6072.0,6112.0,6253.0,1618540.0,6253.0
2020-01-16,6420.0,6241.0,6278.0,6360.0,597597.0,6360.0
2020-01-19,6427.0,6302.0,6399.0,6410.0,90551.0,6410.0
2020-01-20,6486.0,6360.0,6400.0,6416.0,207186.0,6416.0
2020-01-21,6414.0,6272.0,6346.0,6322.0,87008.0,6322.0
2020-01-22,6492.0,6492.0,6492.0,6492.0,111798.0,6492.0
2020-01-23,6530.0,6340.0,6479.0,6404.0,378821.0,6404.0
2020-01-26,6417.0,6316.0,6385.0,6340.0,57016.0,6340.0
2020-01-27,6388.0,6123.0,6360.0,6200.0,177313.0,6200.0
2020-01-28,6293.0,6115.0,6289.0,6215.0,89649.0,6215.0
2020-01-29,6269.0,6152.0,6215.0,6190.0,125153.0,6190.0
2020-01-30,6187.0,6070.0,6130.0,6088.0,371550.0,6088.0
2020-02-02,5991.0,5794.0,5991.0,5850.0,202198.0,5850.0
2020-02-03,6021.0,5804.0,5988.0,5972.0,214850.0,5972.0
2020-02-04,6095.0,5981.0,5990.0,6045.0,146743.0,6045.0
2020-02-05,6247.0,6016.0,6023.0,6247.0,296184.0,6247.0
2020-02-06,6379.0,6285.0,6318.0,6303.0,1136819.0,6303.0
2020-02-09,6364.0,6204.0,6303.0,6273.0,36759.0,6273.0
2020-02-13,6544.0,6395.0,6511.0,6487.0,188684.0,6487.0
2020-02-16,6750.0,6543.0,6565.0,6725.0,119849.0,6725.0
2020-02-17,6910.0,6750.0,6750.0,6890.0,200068.0,6890.0
2020-02-18,6925.0,6760.0,6760.0,6899.0,91905.0,6899.0
2020-02-19,7012.0,6916.0,6920.0,7002.0,135425.0,7002.0
2020-02-20,7029.0,6900.0,7002.0,6930.0,1294337.0,6930.0
2020-02-23,6840.0,6704.0,6840.0,6705.0,85256.0,6705.0
2020-02-24,6644.0,6479.0,6571.0,6581.0,180704.0,6581.0
2020-02-25,6724.0,6516.0,6690.0,6676.0,94179.0,6676.0
2020-02-26,6977.0,6549.0,6604.0,6800.0,219786.0,6800.0
2020-02-27,6748.0,6598.0,6669.0,6624.0,437904.0,6624.0
2020-03-01,6823.0,6509.0,6630.0,6688.0,130253.0,6688.0
