Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,279.6000061035156,275.79998779296875,278.8999938964844,275.79998779296875,2224598.0,275.79998779296875
2020-01-02,276.29998779296875,272.70001220703125,275.0,272.79998779296875,8442333.0,272.79998779296875
2020-01-05,272.6000061035156,268.70001220703125,272.6000061035156,269.20001220703125,3325533.0,269.20001220703125
2020-01-06,268.0,258.1000061035156,268.0,260.3999938964844,7883636.0,260.3999938964844
2020-01-07,262.8999938964844,259.0,261.8999938964844,260.1000061035156,3247237.0,260.1000061035156
2020-01-08,262.3999938964844,255.8000030517578,259.0,256.20001220703125,7097154.0,256.20001220703125
2020-01-09,258.20001220703125,255.39999389648438,256.20001220703125,257.6000061035156,7859386.0,257.6000061035156
2020-01-12,260.3999938964844,251.10000610351562,257.79998779296875,251.5,3806573.0,251.5
2020-01-13,254.0,248.39999389648438,250.8000030517578,253.8000030517578,7255337.0,253.8000030517578
2020-01-14,253.89999389648438,250.5,252.0,251.3000030517578,4789602.0,251.3000030517578
2020-01-15,253.8000030517578,249.0,249.5,250.1999969482422,8660539.0,250.1999969482422
2020-01-16,257.20001220703125,249.5,249.5,257.20001220703125,5766484.0,257.20001220703125
2020-01-19,265.0,257.29998779296875,260.8999938964844,264.79998779296875,6691198.0,264.79998779296875
2020-01-20,264.5,260.3999938964844,263.0,261.1000061035156,3153422.0,261.1000061035156
2020-01-21,261.0,256.70001220703125,259.5,259.8999938964844,2814218.0,259.8999938964844
2020-01-22,264.8999938964844,264.8999938964844,264.8999938964844,264.8999938964844,5050980.0,264.8999938964844
2020-01-23,270.79998779296875,261.1000061035156,262.1000061035156,269.0,10359768.0,269.0
2020-01-26,271.5,266.29998779296875,266.29998779296875,269.0,3432378.0,269.0
2020-01-27,268.0,262.79998779296875,265.0,265.1000061035156,4932294.0,265.1000061035156
2020-01-28,268.0,264.70001220703125,267.5,265.0,3657239.0,265.0
2020-01-29,276.79998779296875,264.8999938964844,265.0,275.20001220703125,9540963.0,275.20001220703125
2020-01-30,271.6000061035156,267.5,268.70001220703125,267.79998779296875,25992986.0,267.79998779296875
2020-02-02,266.0,254.10000610351562,266.0,259.0,7851002.0,259.0
2020-02-03,259.79998779296875,254.0,259.79998779296875,258.70001220703125,5735379.0,258.70001220703125
2020-02-04,263.0,250.3000030517578,259.0,255.10000610351562,6061713.0,255.10000610351562
2020-02-05,257.0,248.10000610351562,256.1000061035156,251.1999969482422,5067797.0,251.1999969482422
2020-02-06,257.5,252.5,255.8000030517578,254.0,8880047.0,254.0
2020-02-09,254.0,250.6999969482422,254.0,252.89999389648438,2711463.0,252.89999389648438
2020-02-13,263.79998779296875,257.0,258.8999938964844,262.8999938964844,4068458.0,262.8999938964844
2020-02-16,270.20001220703125,265.0,266.0,266.1000061035156,2081432.0,266.1000061035156
2020-02-17,272.29998779296875,267.20001220703125,268.8999938964844,268.8999938964844,2304930.0,268.8999938964844
2020-02-18,273.79998779296875,261.5,268.8999938964844,270.20001220703125,4686489.0,270.20001220703125
2020-02-19,272.5,264.8999938964844,271.29998779296875,266.20001220703125,3305049.0,266.20001220703125
2020-02-20,272.5,262.3999938964844,266.20001220703125,271.0,5130373.0,271.0
2020-02-23,267.8999938964844,261.0,261.0,263.0,4025033.0,263.0
2020-02-24,259.29998779296875,252.10000610351562,258.1000061035156,256.29998779296875,7331618.0,256.29998779296875
2020-02-25,259.79998779296875,253.60000610351562,259.79998779296875,255.39999389648438,2922667.0,255.39999389648438
2020-02-26,262.70001220703125,252.6999969482422,255.39999389648438,261.3999938964844,5797478.0,261.3999938964844
2020-02-27,260.5,251.3000030517578,257.3999938964844,256.20001220703125,12789685.0,256.20001220703125
2020-03-01,256.0,249.6999969482422,251.3000030517578,251.89999389648438,5230251.0,251.89999389648438
