Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,25670.0,25290.0,25450.0,25420.0,78624.0,25420.0
2020-01-02,25550.0,25120.0,25450.0,25430.0,138770.0,25430.0
2020-01-05,25500.0,25150.0,25430.0,25310.0,32884.0,25310.0
2020-01-06,25450.0,25170.0,25170.0,25450.0,81150.0,25450.0
2020-01-07,25770.0,25330.0,25550.0,25720.0,115504.0,25720.0
2020-01-08,25720.0,25450.0,25720.0,25630.0,67623.0,25630.0
2020-01-09,25840.0,25380.0,25630.0,25640.0,82241.0,25640.0
2020-01-12,25880.0,25640.0,25640.0,25700.0,35498.0,25700.0
2020-01-13,25860.0,25520.0,25700.0,25640.0,52197.0,25640.0
2020-01-14,25870.0,25270.0,25570.0,25820.0,72426.0,25820.0
2020-01-15,25820.0,25520.0,25560.0,25810.0,87647.0,25810.0
2020-01-16,25980.0,25440.0,25740.0,25650.0,111083.0,25650.0
2020-01-19,26100.0,25670.0,25780.0,25800.0,39497.0,25800.0
2020-01-20,26180.0,25610.0,25620.0,26150.0,97576.0,26150.0
2020-01-21,26180.0,25800.0,26100.0,25900.0,52667.0,25900.0
2020-01-22,25960.0,25960.0,25960.0,25960.0,34105.0,25960.0
2020-01-23,26010.0,25650.0,25830.0,25930.0,66600.0,25930.0
2020-01-26,25970.0,25620.0,25960.0,25950.0,17037.0,25950.0
2020-01-27,25940.0,25070.0,25850.0,25490.0,58445.0,25490.0
2020-01-28,25680.0,25070.0,25490.0,25070.0,37978.0,25070.0
2020-01-29,25290.0,24850.0,25070.0,25100.0,87396.0,25100.0
2020-01-30,25840.0,24960.0,25200.0,25500.0,233554.0,25500.0
2020-02-02,25350.0,24580.0,25350.0,24610.0,67881.0,24610.0
2020-02-03,25080.0,24260.0,24730.0,24610.0,95170.0,24610.0
2020-02-04,25940.0,24780.0,24950.0,25400.0,84316.0,25400.0
2020-02-05,26280.0,25350.0,25400.0,26230.0,135153.0,26230.0
2020-02-06,27100.0,26420.0,26590.0,27100.0,340622.0,27100.0
2020-02-09,27190.0,26800.0,26910.0,26800.0,37435.0,26800.0
2020-02-13,27630.0,27170.0,27500.0,27500.0,101370.0,27500.0
2020-02-16,28300.0,27700.0,27720.0,28000.0,43212.0,28000.0
2020-02-17,28470.0,27750.0,28100.0,28120.0,41908.0,28120.0
2020-02-18,28090.0,27600.0,27600.0,28090.0,69752.0,28090.0
2020-02-19,28250.0,27700.0,28090.0,27960.0,132966.0,27960.0
2020-02-20,28240.0,27450.0,27960.0,27840.0,91335.0,27840.0
2020-02-23,27270.0,26520.0,27120.0,26820.0,48866.0,26820.0
2020-02-24,26700.0,26020.0,26400.0,26480.0,95441.0,26480.0
2020-02-25,26990.0,26200.0,26990.0,26780.0,70694.0,26780.0
2020-02-26,27230.0,26200.0,26510.0,26770.0,238409.0,26770.0
2020-02-27,26500.0,25400.0,26040.0,25400.0,438678.0,25400.0
2020-03-01,25820.0,24700.0,25300.0,25200.0,75127.0,25200.0
